Player,Rk,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_2,Att_2,Cmp%_2,Cmp_3,Att_3,Cmp%_3,Cmp_4,Att_4,Cmp%_4,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Aaron Cresswell,112,engENG,DF,West Ham,35-130,1989,6.5,355,440,80.7,6769,2697,157,173,90.8,152,177,85.9,45,82,54.9,0,1.1,1.2,-1.1,7,40,4,1,24,Matches
Aaron Ramsdale,418,engENG,GK,Southampton,26-345,1998,25.0,675,1033,65.3,18762,14526,192,193,99.5,256,267,95.9,221,560,39.5,0,0.0,0.1,0.0,0,32,1,0,0,Matches
Aaron Wan-Bissaka,536,engENG,DF,West Ham,27-149,1997,30.0,1234,1525,80.9,17639,6513,786,876,89.7,384,468,82.1,46,96,47.9,2,2.7,2.4,-0.7,27,85,27,11,118,Matches
Abdoulaye Doucouré,145,mlMLI,MF,Everton,32-113,1993,25.9,657,823,79.8,9948,2071,344,405,84.9,242,291,83.2,40,54,74.1,1,2.3,1.2,-1.3,26,43,14,0,74,Matches
Abdukodir Khusanov,278,uzUZB,DF,Manchester City,21-054,2004,5.6,360,395,91.1,6126,1976,160,169,94.7,191,197,97.0,6,23,26.1,0,0.1,0.1,-0.1,2,23,0,0,25,Matches
Abdul Fatawu Issahaku,174,ghGHA,FW,Leicester City,21-047,2004,6.4,123,197,62.4,2150,601,59,81,72.8,45,59,76.3,16,33,48.5,2,1.6,1.4,+0.4,6,7,7,2,17,Matches
Adam Armstrong,33,engENG,"FW,MF",Southampton,28-073,1997,13.9,231,288,80.2,3320,446,138,158,87.3,81,95,85.3,6,13,46.2,2,1.2,0.6,+0.8,9,10,8,2,21,Matches
Adam Lallana,292,engENG,MF,Southampton,36-349,1988,4.0,221,260,85.0,2891,980,147,165,89.1,61,67,91.0,4,9,44.4,2,0.9,0.5,+1.1,4,21,9,3,24,Matches
Adam Smith,472,engENG,DF,Bournemouth,33-360,1991,14.7,415,548,75.7,6761,2196,200,228,87.7,178,226,78.8,24,68,35.3,0,0.2,0.2,-0.2,6,39,6,3,39,Matches
Adam Webster,542,engENG,DF,Brighton,30-110,1995,6.9,429,501,85.6,7934,3140,169,177,95.5,213,232,91.8,40,79,50.6,0,0.5,0.2,-0.5,3,32,2,0,40,Matches
Adam Wharton,546,engENG,MF,Crystal Palace,20-326,2004,14.0,521,689,75.6,9826,3632,197,240,82.1,249,309,80.6,67,103,65.0,2,3.0,2.1,-1.0,25,73,18,5,105,Matches
Adama Traoré,512,esESP,"FW,MF",Fulham,29-089,1996,16.9,368,513,71.7,5733,1419,204,251,81.3,124,170,72.9,25,46,54.3,5,4.1,3.9,+0.9,33,32,27,14,57,Matches
Albert Grønbaek,212,dkDEN,"FW,MF",Southampton,23-336,2001,1.6,13,18,72.2,135,43,9,11,81.8,2,4,50.0,0,0,N/a,0,0.0,0.0,0.0,1,2,0,0,1,Matches
Alejandro Garnacho,193,arARG,"MF,FW",Manchester Utd,20-297,2004,21.8,579,730,79.3,8106,1035,365,408,89.5,160,193,82.9,26,46,56.5,1,3.5,2.3,-2.5,29,19,21,3,50,Matches
Alex Iwobi,249,ngNGA,"FW,MF",Fulham,28-356,1996,29.3,995,1336,74.5,17083,5031,501,584,85.8,388,500,77.6,88,162,54.3,5,6.4,6.3,-1.4,52,100,74,15,185,Matches
Alex McCarthy,336,engENG,GK,Southampton,35-142,1989,5.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches
Alex Palmer,399,engENG,GK,Ipswich Town,28-257,1996,9.0,191,278,68.7,5649,4148,40,42,95.2,83,83,100.0,68,153,44.4,0,0.0,0.0,0.0,1,3,0,0,1,Matches
Alex Scott,457,engENG,MF,Bournemouth,21-246,2003,6.8,233,277,84.1,3775,1167,117,131,89.3,94,103,91.3,16,26,61.5,0,0.8,0.8,-0.8,9,35,4,0,48,Matches
Alexander Isak,248,seSWE,FW,Newcastle Utd,25-215,1999,26.8,441,599,73.6,6305,1440,259,314,82.5,137,177,77.4,22,35,62.9,6,4.0,3.4,+2.0,38,32,23,1,74,Matches
Alexis Mac Allister,312,arARG,MF,Liverpool,26-121,1998,27.5,1210,1451,83.4,19378,5475,624,694,89.9,472,534,88.4,84,150,56.0,4,4.4,4.9,-0.4,41,116,34,2,169,Matches
Alfie Dorrington,144,engENG,DF,Tottenham,20-004,2005,0.2,15,16,93.8,304,39,6,7,85.7,7,7,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Alfie Pond,413,engENG,DF,Wolves,21-054,2004,0.0,1,1,100.0,23,0,0,0,N/a,1,1,100.0,0,0,N/a,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Ali Al Hamadi,223,iqIRQ,FW,Ipswich Town,23-054,2002,1.5,25,30,83.3,278,29,20,23,87.0,5,7,71.4,0,0,N/a,0,0.1,0.0,-0.1,2,0,0,0,3,Matches
Alisson,16,brBRA,GK,Liverpool,32-204,1992,22.9,590,716,82.4,13140,8631,178,180,98.9,309,314,98.4,102,218,46.8,0,0.6,0.2,-0.6,1,10,0,0,0,Matches
Alphonse Areola,31,frFRA,GK,West Ham,32-056,1993,21.1,583,833,70.0,15548,10598,125,126,99.2,283,298,95.0,172,399,43.1,0,0.0,0.0,0.0,0,7,0,0,0,Matches
Altay Bayındır,48,trTUR,GK,Manchester Utd,27-010,1998,1.0,32,61,52.5,942,540,2,2,100.0,17,20,85.0,13,39,33.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Amad Diallo,130,ciCIV,"FW,MF",Manchester Utd,22-287,2002,17.7,658,794,82.9,9051,1880,407,450,90.4,185,217,85.3,33,63,52.4,6,3.9,3.6,+2.1,39,25,29,5,53,Matches
Amadou Onana,390,beBEL,MF,Aston Villa,23-251,2001,15.0,589,666,88.4,9251,2316,301,319,94.4,250,278,89.9,25,35,71.4,0,0.3,0.5,-0.3,7,52,8,1,58,Matches
Andreas Pereira,405,brBRA,MF,Fulham,29-113,1996,20.4,624,905,69.0,11362,3622,288,345,83.5,239,306,78.1,84,202,41.6,4,4.3,4.2,-0.3,54,64,19,4,98,Matches
Andrew Robertson,432,sctSCO,DF,Liverpool,31-044,1994,24.6,1405,1688,83.2,23582,7509,689,730,94.4,600,690,87.0,99,212,46.7,0,4.1,3.9,-4.1,38,139,27,15,163,Matches
André,26,brBRA,MF,Wolves,23-282,2001,23.2,1026,1106,92.8,16152,4546,522,548,95.3,403,423,95.3,61,77,79.2,0,0.7,0.5,-0.7,13,95,4,0,90,Matches
André Onana,391,cmCMR,GK,Manchester Utd,29-022,1996,32.0,892,1222,73.0,21204,12788,211,213,99.1,495,500,99.0,181,500,36.2,0,0.2,0.2,-0.2,1,23,0,0,1,Matches
Andrés García,192,esESP,"DF,MF",Aston Villa,22-076,2003,3.5,174,201,86.6,2725,577,89,96,92.7,74,82,90.2,7,13,53.8,0,0.2,0.4,-0.2,3,9,8,5,15,Matches
Andy Irving,247,sctSCO,MF,West Ham,24-346,2000,1.8,109,124,87.9,1705,439,61,64,95.3,36,43,83.7,9,9,100.0,0,0.2,0.1,-0.2,1,14,1,1,9,Matches
Anthony Elanga,159,seSWE,FW,Nott'ham Forest,22-362,2002,22.8,426,652,65.3,6133,2060,259,308,84.1,110,174,63.2,35,102,34.3,9,4.4,3.9,+4.6,40,26,23,7,47,Matches
Anthony Gordon,206,engENG,FW,Newcastle Utd,24-059,2001,24.2,642,884,72.6,9893,3273,358,417,85.9,217,280,77.5,48,115,41.7,5,4.9,4.8,+0.1,49,59,49,16,91,Matches
Antoine Semenyo,460,ghGHA,FW,Bournemouth,25-107,2000,31.4,713,972,73.4,10210,2622,432,508,85.0,227,296,76.7,30,79,38.0,4,5.7,4.1,-1.7,44,47,44,8,103,Matches
Antonee Robinson,433,usUSA,DF,Fulham,27-259,1997,32.2,1482,1936,76.5,25356,9277,710,821,86.5,629,797,78.9,124,219,56.6,10,4.1,3.8,+5.9,41,109,50,26,120,Matches
Antony,28,brBRA,"DF,MF",Manchester Utd,25-059,2000,1.6,56,69,81.2,688,111,45,51,88.2,9,14,64.3,1,1,100.0,0,0.1,0.2,-0.1,3,1,5,2,6,Matches
Antonín Kinský,281,czCZE,GK,Tottenham,22-042,2003,4.0,116,145,80.0,2699,1686,17,17,100.0,73,76,96.1,23,48,47.9,0,0.1,0.0,-0.1,1,2,0,0,1,Matches
Archie Gray,208,engENG,"DF,MF",Tottenham,19-043,2006,15.0,900,1014,88.8,15780,4890,344,372,92.5,493,530,93.0,51,83,61.4,0,0.1,0.2,-0.1,2,37,0,0,31,Matches
Arijanet Muric,364,xkKVX,GK,Ipswich Town,26-168,1998,18.0,454,633,71.7,11705,8247,122,122,100.0,215,221,97.3,115,283,40.6,0,0.0,0.0,0.0,0,14,0,0,1,Matches
Armando Broja,70,alALB,FW,Everton,23-226,2001,3.7,53,73,72.6,594,101,35,45,77.8,10,12,83.3,2,3,66.7,0,0.2,0.1,-0.2,4,3,0,0,2,Matches
Armel Bella Kotchap,50,deGER,DF,Southampton,23-134,2001,3.7,202,224,90.2,3829,956,65,66,98.5,119,123,96.7,16,29,55.2,0,0.0,0.0,0.0,0,6,0,0,5,Matches
Asher Agbinone,7,engENG,MF,Crystal Palace,19-208,2005,0.1,2,3,66.7,32,0,1,1,100.0,1,2,50.0,0,0,N/a,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Ashley Young,563,engENG,"DF,FW",Everton,39-289,1985,17.6,591,848,69.7,10908,4949,282,322,87.6,230,304,75.7,73,179,40.8,3,1.6,1.9,+1.4,19,68,17,8,81,Matches
Axel Disasi,136,frFRA,DF,Aston Villa,27-044,1998,5.4,243,280,86.8,4080,1517,103,109,94.5,131,146,89.7,8,15,53.3,0,0.4,0.3,-0.4,3,14,3,0,16,Matches
Axel Tuanzebe,519,cdCOD,DF,Ipswich Town,27-161,1997,16.1,535,644,83.1,8240,3171,294,323,91.0,207,253,81.8,23,41,56.1,1,0.3,0.2,+0.7,4,49,2,0,45,Matches
Ayden Heaven,228,engENG,DF,Manchester Utd,18-214,2006,1.1,40,49,81.6,695,185,14,17,82.4,24,27,88.9,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Bart Verbruggen,529,nlNED,GK,Brighton,22-249,2002,31.0,896,1149,78.0,21170,14326,256,258,99.2,426,434,98.2,210,447,47.0,1,0.0,0.0,+1.0,1,17,1,0,2,Matches
Ben Brereton,68,clCHI,FW,Southampton,26-006,1999,5.0,128,166,77.1,1836,383,83,95,87.4,36,53,67.9,7,11,63.6,0,0.1,0.1,-0.1,3,9,2,1,9,Matches
Ben Chilwell,96,engENG,DF,Crystal Palace,28-124,1996,1.5,45,69,65.2,618,155,26,31,83.9,16,25,64.0,1,9,11.1,0,0.2,0.3,-0.2,2,4,2,0,3,Matches
Ben Davies,122,wlsWAL,DF,Tottenham,32-000,1993,10.5,704,782,90.0,13176,5396,242,259,93.4,391,413,94.7,60,86,69.8,0,0.2,0.5,-0.2,2,40,2,0,48,Matches
Ben Godfrey,198,engENG,DF,Ipswich Town,27-099,1998,1.2,46,55,83.6,632,232,30,33,90.9,15,17,88.2,0,0,N/a,0,0.0,0.0,0.0,0,5,1,0,4,Matches
Ben Johnson,261,engENG,"DF,FW",Ipswich Town,25-090,2000,14.6,292,407,71.7,4751,2001,166,192,86.5,99,132,75.0,24,49,49.0,2,1.3,0.8,+0.7,12,21,2,2,25,Matches
Ben Mee,340,engENG,DF,Brentford,35-215,1989,2.0,93,120,77.5,1751,688,34,38,89.5,51,60,85.0,8,20,40.0,0,0.0,0.0,0.0,0,10,0,0,11,Matches
Ben White,547,engENG,DF,Arsenal,27-198,1997,9.5,421,502,83.9,6823,2340,218,236,92.4,174,205,84.9,20,42,47.6,1,0.8,0.6,+0.2,7,37,8,1,42,Matches
Ben Winterburn,555,engENG,"FW,MF",Bournemouth,20-232,2004,0.3,5,7,71.4,93,44,2,3,66.7,3,4,75.0,0,0,N/a,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Benoît Badiashile,42,frFRA,DF,Chelsea,24-029,2001,3.7,273,304,89.8,4820,1473,111,119,93.3,135,144,93.8,21,32,65.6,0,0.0,0.1,0.0,0,37,1,0,17,Matches
Bernardo Silva,465,ptPOR,"MF,FW",Manchester City,30-257,1994,25.7,1284,1477,86.9,19677,3579,713,776,91.9,480,541,88.7,66,101,65.3,4,4.2,3.7,-0.2,44,70,30,7,109,Matches
Bernd Leno,297,deGER,GK,Fulham,33-051,1992,33.0,1009,1247,80.9,24636,14655,200,201,99.5,599,606,98.8,199,427,46.6,1,0.1,0.1,+0.9,2,14,2,0,0,Matches
Beto,57,gwGNB,FW,Everton,27-083,1998,12.5,112,197,56.9,1537,177,66,97,68.0,30,61,49.2,7,8,87.5,0,0.8,0.3,-0.8,8,5,3,1,9,Matches
Bilal El Khannouss,277,maMAR,MF,Leicester City,20-349,2004,20.4,685,911,75.2,12215,3447,326,379,86.0,264,327,80.7,81,143,56.6,2,3.1,2.2,-1.1,29,78,25,5,112,Matches
Billy Gilmour,197,sctSCO,MF,Brighton,23-317,2001,1.1,58,67,86.6,980,346,36,38,94.7,18,22,81.8,4,7,57.1,0,0.0,0.0,0.0,0,12,2,0,11,Matches
Bobby Reid,426,jmJAM,FW,Leicester City,32-081,1993,7.8,139,198,70.2,1795,552,86,106,81.1,37,49,75.5,4,14,28.6,2,1.2,0.2,+0.8,6,8,5,0,14,Matches
Boubacar Kamara,271,frFRA,MF,Aston Villa,25-152,1999,15.3,674,756,89.2,10544,3373,348,372,93.5,287,314,91.4,26,49,53.1,0,0.9,0.7,-0.9,10,77,8,0,72,Matches
Boubacar Traoré,513,mlMLI,MF,Wolves,23-247,2001,0.0,0,0,N/a,0,0,0,0,N/a,0,0,N/a,0,0,N/a,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Boubakary Soumaré,479,frFRA,MF,Leicester City,26-056,1999,21.2,964,1112,86.7,14611,3923,524,570,91.9,375,428,87.6,37,53,69.8,0,0.4,0.9,-0.4,11,90,13,2,93,Matches
Brajan Gruda,211,deGER,"FW,MF",Brighton,20-328,2004,5.5,135,184,73.4,1805,603,87,105,82.9,32,45,71.1,8,21,38.1,1,0.7,0.6,+0.3,12,7,10,1,17,Matches
Brandon Austin,37,engENG,GK,Tottenham,26-106,1999,1.0,22,32,68.8,526,386,7,7,100.0,9,9,100.0,6,16,37.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Brennan Johnson,262,wlsWAL,FW,Tottenham,23-336,2001,22.1,433,605,71.6,5707,1559,266,328,81.1,137,182,75.3,11,29,37.9,3,2.3,2.0,+0.7,19,25,34,6,68,Matches
Bruno Fernandes,178,ptPOR,MF,Manchester Utd,30-228,1994,29.6,1462,1944,75.2,25699,9009,704,812,86.7,526,656,80.2,181,342,52.9,9,6.8,6.5,+2.2,77,171,63,9,264,Matches
Bruno Guimarães,216,brBRA,MF,Newcastle Utd,27-159,1997,31.4,1251,1523,82.1,20578,6766,623,689,90.4,491,563,87.2,99,172,57.6,6,5.6,4.8,+0.4,43,150,60,5,227,Matches
Bryan Mbeumo,333,cmCMR,FW,Brentford,25-260,1999,32.9,763,1134,67.3,12187,3786,417,523,79.7,273,375,72.8,59,155,38.1,6,7.8,8.5,-1.8,63,52,55,16,125,Matches
Bukayo Saka,442,engENG,"FW,MF",Arsenal,23-231,2001,16.2,470,626,75.1,7266,2140,279,310,90.0,134,185,72.4,41,85,48.2,10,6.7,6.9,+3.3,49,13,32,10,61,Matches
